map	w	h	coredsq	rounds	seats	claim_onset	claim2_onset	claim3_onset	claim5_onset	own_onset	claim_r20	claim_r40	claim_r80	claim_r150	claim_max	own_max	claim_mean	claim_tail50	own_mean	ours_max	ours_seatrounds	ours_first	episodes	epi_ended	retakes	retake_lat_mean	retake_lat_med	pecks_total	ourblock_seatrounds	ourconv_seatrounds	mjbody_seatrounds	empty_seatrounds	claim_w40_100	block_w40_100	mj_claim_epis	mj_claim_ended	mj_claim_life_med	claim_pre_press	claim_post_press	our_near16_first	our_near36_first	mj_harv1	mj_harv2	mj_harv_n	pecks_on_ours	pecks_on_theirs	peck_victims	tag	seat	result	cond	turn
frostgate	20	20	196	317	8	2	3	-1	-1	2	2	2	0	1	2	2	1.095	1.0	1.095	8	2005	22	9	2	2	1.0	1	82	2005	0	6	177	0.933	7.017	4	3	33	2	2	12	11	6	9	2	52	30	barrier:52	frostgate_s309_A	A	OPP	Core destroyed	317
frostgate	20	20	196	117	8	2	3	12	15	2	6	7	5	-1	7	7	4.897	4.86	4.897	4	224	10	5	1	1	1.0	1	91	224	0	27	112	5.2	2.367	7	3	48	2	6	10	7	6	9	2	27	64	barrier:27	frostgate_s309_B	B	OPP	Core destroyed	117
frostgate	20	20	196	178	8	2	3	14	-1	2	3	1	1	0	3	3	1.169	0.0	1.169	8	1044	10	11	3	2	1.0	1	125	1044	0	9	162	1.45	6.0	5	5	38	2	3	10	7	6	9	5	67	58	barrier:67	frostgate_s310_A	A	US	Core destroyed	178
frostgate	20	20	196	171	8	2	3	-1	-1	2	2	2	0	0	2	2	0.585	0.0	0.585	8	1004	33	8	0	0	-1	-1	64	1004	0	5	237	0.433	7.117	3	3	31	2	2	12	12	6	9	3	34	30	barrier:34	frostgate_s310_B	B	US	Core destroyed	171
frostgate	20	20	196	172	8	2	3	14	-1	2	3	1	1	1	3	3	1.331	1.0	1.331	7	941	10	7	1	0	-1	-1	81	941	0	38	167	1.0	6.2	3	2	38	2	3	10	7	6	9	2	37	44	barrier:37	frostgate_s311_A	A	US	Core destroyed	172
frostgate	20	20	196	113	8	2	3	10	15	2	6	5	4	-1	6	6	4.195	3.9	4.195	5	301	11	5	0	0	-1	-1	75	301	0	11	118	4.133	3.6	6	3	46	3	6	11	7	6	9	2	15	60	barrier:15	frostgate_s311_B	B	OPP	Core destroyed	113
frostgate	20	20	196	122	8	2	3	14	-1	2	3	3	1	-1	4	4	1.607	1.0	1.607	7	574	10	8	1	1	1.0	1	100	574	0	19	187	1.167	6.117	4	3	35	2	3	10	7	6	9	2	60	40	barrier:60	frostgate_s312_A	A	US	Core destroyed	122
frostgate	20	20	196	117	8	2	3	10	15	2	6	7	5	-1	7	7	4.915	4.86	4.915	4	224	10	5	1	1	1.0	1	91	224	0	27	110	5.2	2.367	7	3	48	2	6	10	7	6	9	2	27	64	barrier:27	frostgate_s312_B	B	OPP	Core destroyed	117
frostgate	20	20	196	134	8	2	3	38	-1	2	2	2	2	-1	3	3	1.97	2.0	1.97	5	532	22	6	1	1	1.0	1	67	532	0	80	195	2.0	5.0	3	1	37	2	2	12	11	6	9	2	29	38	barrier:29	frostgate_s313_A	A	OPP	Core destroyed	134
frostgate	20	20	196	105	8	2	3	-1	-1	2	2	1	1	-1	2	2	1.219	0.98	1.219	7	494	10	8	1	0	-1	-1	45	494	0	23	192	1.0	6.733	2	2	101	2	1	10	7	6	9	2	25	20	barrier:25	frostgate_s313_B	B	US	Core destroyed	105
frostgate	20	20	196	134	8	2	3	38	-1	2	2	2	2	-1	3	3	1.97	2.0	1.97	5	532	22	6	1	1	1.0	1	67	532	0	80	195	2.0	5.0	3	1	37	2	2	12	11	6	9	2	29	38	barrier:29	frostgate_s314_A	A	OPP	Core destroyed	134
frostgate	20	20	196	105	8	2	3	-1	-1	2	2	1	1	-1	2	2	1.219	0.98	1.219	7	494	10	8	1	0	-1	-1	45	494	0	23	192	1.0	6.733	2	2	101	2	1	10	7	6	9	2	25	20	barrier:25	frostgate_s314_B	B	US	Core destroyed	105
frostgate	20	20	196	122	8	2	3	14	-1	2	3	3	1	-1	4	4	1.607	1.0	1.607	7	574	10	8	1	1	1.0	1	100	574	0	19	187	1.167	6.117	4	3	35	2	3	10	7	6	9	2	60	40	barrier:60	frostgate_s315_A	A	US	Core destroyed	122
frostgate	20	20	196	105	8	2	3	-1	-1	2	2	1	1	-1	2	2	1.219	0.98	1.219	7	494	10	8	1	0	-1	-1	45	494	0	23	192	1.0	6.733	2	2	101	2	1	10	7	6	9	2	25	20	barrier:25	frostgate_s315_B	B	US	Core destroyed	105
frostgate	20	20	196	122	8	2	3	14	-1	2	3	3	1	-1	4	4	1.607	1.0	1.607	7	574	10	8	1	1	1.0	1	100	574	0	19	187	1.167	6.117	4	3	35	2	3	10	7	6	9	2	60	40	barrier:60	frostgate_s316_A	A	US	Core destroyed	122
frostgate	20	20	196	122	8	2	3	-1	-1	2	2	1	1	-1	2	2	1.23	1.0	1.23	7	567	33	7	0	0	-1	-1	40	567	0	6	231	1.0	6.65	2	1	31	2	2	12	12	6	9	3	22	18	barrier:22	frostgate_s316_B	B	OPP	Core destroyed	122
frostgate	20	20	196	317	8	2	3	-1	-1	2	2	2	0	1	2	2	1.095	1.0	1.095	8	2005	22	9	2	2	1.0	1	82	2005	0	6	177	0.933	7.017	4	3	33	2	2	12	11	6	9	2	52	30	barrier:52	frostgate_s317_A	A	OPP	Core destroyed	317
frostgate	20	20	196	117	8	2	3	12	15	2	6	7	5	-1	7	7	4.897	4.86	4.897	4	224	10	5	1	1	1.0	1	91	224	0	27	112	5.2	2.367	7	3	48	2	6	10	7	6	9	2	27	64	barrier:27	frostgate_s317_B	B	OPP	Core destroyed	117
frostgate	20	20	196	270	8	2	3	10	-1	2	3	3	2	3	3	3	2.556	3.0	2.556	6	1255	10	7	2	2	1.5	2	140	1255	0	19	196	2.067	4.917	5	2	41	2	2	10	7	6	9	3	45	95	barrier:45	frostgate_s318_A	A	US	Core destroyed	270
frostgate	20	20	196	113	8	2	3	10	15	2	6	5	4	-1	6	6	4.195	3.9	4.195	5	301	11	5	0	0	-1	-1	75	301	0	11	118	4.133	3.6	6	3	46	3	6	11	7	6	9	2	15	60	barrier:15	frostgate_s318_B	B	OPP	Core destroyed	113
frostgate	20	20	196	279	8	2	3	90	-1	2	2	2	2	1	3	3	1.591	1.0	1.591	7	1596	22	10	3	2	2.0	3	151	1596	0	10	181	2.117	5.8	4	3	89	2	2	12	11	6	9	2	64	87	barrier:64	frostgate_s319_A	A	US	Core destroyed	279
frostgate	20	20	196	117	8	2	3	10	15	2	6	7	5	-1	7	7	4.915	4.86	4.915	4	224	10	5	1	1	1.0	1	91	224	0	27	110	5.2	2.367	7	3	48	2	6	10	7	6	9	2	27	64	barrier:27	frostgate_s319_B	B	OPP	Core destroyed	117
frostgate	20	20	196	220	8	2	3	14	-1	2	3	2	0	0	3	3	0.591	0.0	0.591	7	1312	10	9	2	0	-1	-1	83	1312	0	161	156	0.55	6.483	3	3	42	2	3	10	7	6	9	3	53	30	barrier:53	frostgate_s320_A	A	US	Core destroyed	220
frostgate	20	20	196	129	8	2	3	59	-1	2	2	1	3	-1	3	3	2.349	2.82	2.349	5	340	33	7	4	2	1.0	1	99	340	0	72	295	2.483	3.317	5	2	48	2	2	12	12	6	9	3	63	36	barrier:63	frostgate_s320_B	B	OPP	Core destroyed	129
frostgate	20	20	196	122	8	2	3	14	-1	2	3	3	1	-1	4	4	1.607	1.0	1.607	7	574	10	8	1	1	1.0	1	100	574	0	19	187	1.167	6.117	4	3	35	2	3	10	7	6	9	2	60	40	barrier:60	frostgate_s321_A	A	US	Core destroyed	122
frostgate	20	20	196	117	8	2	3	10	15	2	6	7	5	-1	7	7	4.915	4.86	4.915	4	224	10	5	1	1	1.0	1	91	224	0	27	110	5.2	2.367	7	3	48	2	6	10	7	6	9	2	27	64	barrier:27	frostgate_s321_B	B	OPP	Core destroyed	117
frostgate	20	20	196	572	8	2	3	11	428	2	3	2	4	4	7	7	3.911	6.28	3.911	6	1829	17	6	6	6	1.0	1	155	1829	0	383	126	3.55	4.417	9	2	136	3	3	12	11	6	9	3	90	65	barrier:90	frostgate_s322_A	A	US	Core destroyed	572
frostgate	20	20	196	138	8	2	3	-1	-1	2	2	1	1	-1	2	2	1.493	1.8	1.493	7	569	33	7	1	1	1.0	1	50	569	0	16	291	1.033	5.483	3	1	31	2	2	12	12	6	9	3	32	18	barrier:32	frostgate_s322_B	B	OPP	Core destroyed	138
frostgate	20	20	196	255	8	2	3	14	-1	2	3	2	1	2	4	4	1.941	3.44	1.941	7	1378	10	8	4	3	1.0	1	112	1378	0	11	155	1.067	6.517	6	2	42	2	3	10	7	6	9	7	83	29	barrier:83	frostgate_s323_A	A	US	Core destroyed	255
frostgate	20	20	196	171	8	2	3	-1	-1	2	2	2	0	0	2	2	0.585	0.0	0.585	8	1002	33	8	1	0	-1	-1	59	1002	0	6	238	0.433	7.117	3	3	31	2	2	12	12	6	9	3	29	30	barrier:29	frostgate_s323_B	B	US	Core destroyed	171
frostgate	20	20	196	317	8	2	3	-1	-1	2	2	2	0	1	2	2	1.095	1.0	1.095	8	2005	22	9	2	2	1.0	1	82	2005	0	6	177	0.933	7.017	4	3	33	2	2	12	11	6	9	2	52	30	barrier:52	frostgate_s324_A	A	OPP	Core destroyed	317
frostgate	20	20	196	169	8	2	3	12	-1	2	3	3	3	2	3	3	2.337	2.0	2.337	6	849	10	7	1	1	1.0	1	101	849	0	5	101	2.567	5.383	4	2	91	2	3	10	7	6	9	2	43	58	barrier:43	frostgate_s324_B	B	US	Core destroyed	169
frostgate	20	20	196	220	8	2	3	14	-1	2	3	2	0	0	3	3	0.591	0.0	0.591	7	1312	10	9	2	0	-1	-1	83	1312	0	162	155	0.55	6.483	3	3	42	2	3	10	7	6	9	3	53	30	barrier:53	frostgate_s325_A	A	US	Core destroyed	220
frostgate	20	20	196	406	8	2	3	12	17	2	5	4	3	2	5	5	1.99	0.14	1.99	7	1805	34	10	3	0	-1	-1	178	1805	0	175	460	3.2	1.783	5	5	93	4	5	13	13	6	9	2	64	114	barrier:64	frostgate_s325_B	B	US	Core destroyed	406
frostgate	20	20	196	232	8	2	3	10	-1	2	3	3	2	1	3	3	1.284	0.0	1.284	8	1345	10	12	4	2	1.0	1	136	1345	0	28	185	2.067	5.033	5	5	41	2	2	10	7	6	9	4	64	72	barrier:64	frostgate_s326_A	A	US	Core destroyed	232
frostgate	20	20	196	406	8	2	3	12	17	2	5	4	3	2	5	5	1.99	0.14	1.99	7	1805	34	10	3	0	-1	-1	178	1805	0	174	461	3.2	1.783	5	5	93	4	5	13	13	6	9	2	64	114	barrier:64	frostgate_s326_B	B	US	Core destroyed	406
frostgate	20	20	196	134	8	2	3	38	-1	2	2	2	2	-1	3	3	1.97	2.0	1.97	5	532	22	6	1	1	1.0	1	67	532	0	80	195	2.0	5.0	3	1	37	2	2	12	11	6	9	2	29	38	barrier:29	frostgate_s327_A	A	OPP	Core destroyed	134
frostgate	20	20	196	209	8	2	3	12	-1	2	3	3	2	0	4	4	1.512	0.0	1.512	8	1223	10	10	2	1	1.0	1	129	1223	0	4	127	2.267	5.717	4	4	104	2	3	10	7	6	9	2	74	55	barrier:74	frostgate_s327_B	B	OPP	Core destroyed	209
frostgate	20	20	196	220	8	2	3	14	-1	2	3	2	0	0	3	3	0.591	0.0	0.591	7	1312	10	9	2	0	-1	-1	83	1312	0	163	154	0.55	6.483	3	3	42	2	3	10	7	6	9	3	53	30	barrier:53	frostgate_s328_A	A	US	Core destroyed	220
frostgate	20	20	196	497	8	2	3	12	17	2	5	4	3	5	8	8	4.376	3.0	4.376	5	1195	35	10	6	6	16.83	3	249	1195	0	244	354	3.167	2.817	12	9	84	2	5	12	12	6	9	12	77	172	barrier:77	frostgate_s328_B	B	US	Core destroyed	497
frostgate	20	20	196	409	8	2	3	11	-1	2	3	3	2	2	3	3	1.235	0.0	1.235	8	2515	22	11	3	1	1.0	1	118	2515	0	90	161	2.183	5.8	4	4	190	3	3	12	11	6	9	2	64	54	barrier:64	frostgate_s329_A	A	US	Core destroyed	409
frostgate	20	20	196	361	8	2	3	12	-1	2	3	3	3	2	3	3	1.188	0.0	1.188	8	2338	10	9	1	1	1.0	1	94	2338	0	4	104	2.667	5.3	4	4	153	2	3	10	7	6	9	2	17	77	barrier:17	frostgate_s329_B	B	US	Core destroyed	361
glacierkeep	30	30	576	1000	8	2	3	708	742	2	2	2	2	2	8	8	3.365	7.78	3.365	6	3587	13	11	10	5	18.8	1	230	3587	0	109	936	2.0	5.217	10	3	164	2	2	11	11	56	512	8	107	123	barrier:107	glacierkeep_s300_A	A	OPP	Titanium collected (tiebreak)	1000
glacierkeep	30	30	576	357	8	2	3	235	256	2	2	2	1	1	6	6	2.692	6.0	2.692	7	1770	13	7	5	5	1.0	1	88	1770	0	12	110	1.117	6.867	7	1	44	2	2	11	11	88	156	2	78	10	barrier:78	glacierkeep_s300_B	B	OPP	Core destroyed	357
glacierkeep	30	30	576	680	8	2	3	576	-1	2	2	2	1	1	3	3	1.579	3.0	1.579	6	3345	13	8	5	2	1.0	1	110	3345	0	88	433	1.4	5.3	5	2	76	2	2	11	11	48	108	4	90	20	barrier:90	glacierkeep_s301_A	A	OPP	Core destroyed	680
glacierkeep	30	30	576	1000	8	2	3	380	448	2	2	2	2	0	8	8	4.456	8.0	4.456	8	3072	13	11	11	8	6.62	1	158	3072	0	80	381	1.967	5.017	10	2	98	2	2	11	11	48	156	18	124	34	barrier:124	glacierkeep_s301_B	B	OPP	Titanium collected (tiebreak)	1000
glacierkeep	30	30	576	509	8	2	3	-1	-1	2	2	2	1	1	2	2	1.086	1.0	1.086	7	3269	13	8	1	0	-1	-1	38	3269	0	100	147	1.15	5.75	2	1	46	2	2	11	11	48	-1	1	28	10	barrier:28	glacierkeep_s302_A	A	US	Core destroyed	509
glacierkeep	30	30	576	977	8	2	3	-1	-1	2	2	2	0	0	2	2	0.1	0.0	0.1	8	7334	13	29	22	0	-1	-1	20	7334	0	12	310	0.383	7.4	2	2	51	2	2	11	11	52	-1	1	0	20		glacierkeep_s302_B	B	US	Core destroyed	977
glacierkeep	30	30	576	1000	8	2	3	-1	-1	2	2	2	1	0	2	2	0.494	2.0	0.494	8	6637	13	54	48	5	12.6	1	255	6637	0	81	785	1.35	6.417	8	6	24	2	2	11	11	13	55	10	187	68	barrier:187	glacierkeep_s303_A	A	OPP	Titanium collected (tiebreak)	1000
glacierkeep	30	30	576	483	8	2	3	267	326	2	2	1	0	0	7	7	2.6	7.0	2.6	8	2381	13	8	7	6	4.33	1	111	2381	0	9	197	0.067	7.917	9	2	42	2	2	11	11	88	140	4	91	20	barrier:91	glacierkeep_s303_B	B	OPP	Core destroyed	483
glacierkeep	30	30	576	1000	8	2	3	736	968	2	2	2	1	1	6	6	1.588	4.92	1.588	7	5337	14	14	13	7	8.71	1	183	5337	0	7	1058	1.2	6.35	10	4	49	2	2	11	11	13	95	5	90	93	barrier:90	glacierkeep_s304_A	A	OPP	Titanium collected (tiebreak)	1000
glacierkeep	30	30	576	517	8	2	3	407	428	2	2	2	1	1	7	7	2.155	7.0	2.155	7	2299	14	10	9	4	1.0	1	101	2299	0	34	681	1.167	5.367	8	1	47	2	2	11	11	220	308	4	91	10	barrier:91	glacierkeep_s304_B	B	OPP	Core destroyed	517
glacierkeep	30	30	576	281	8	2	3	216	-1	2	2	2	1	0	3	3	1.142	1.22	1.142	8	1739	13	16	9	8	20.38	15	217	1739	0	27	157	1.267	6.35	6	5	50	2	2	11	11	13	48	4	147	70	barrier:147	glacierkeep_s305_A	A	OPP	Core destroyed	281
glacierkeep	30	30	576	1000	8	2	3	309	477	2	2	2	0	0	8	8	4.421	7.86	4.421	8	3374	13	15	15	13	2.31	1	434	3374	0	14	177	0.383	7.583	17	9	124	2	2	11	11	72	168	14	190	244	barrier:190	glacierkeep_s305_B	B	OPP	Titanium collected (tiebreak)	1000
glacierkeep	30	30	576	719	8	2	3	562	659	2	2	2	2	2	5	5	2.423	5.0	2.423	6	3611	13	13	10	2	1.0	1	121	3611	0	26	371	2.0	5.917	5	0	-1	2	2	11	11	104	519	3	121	0	barrier:121	glacierkeep_s306_A	A	OPP	Core destroyed	719
glacierkeep	30	30	576	516	8	2	3	272	280	2	2	2	0	0	8	8	3.671	8.0	3.671	8	1858	13	9	9	7	16.57	1	155	1858	0	83	279	0.383	7.583	10	2	59	2	2	11	11	64	108	10	135	20	barrier:135	glacierkeep_s306_B	B	OPP	Core destroyed	516
glacierkeep	30	30	576	1000	8	2	3	768	800	2	2	2	2	2	8	8	2.261	7.26	2.261	8	4849	13	41	40	6	9.0	1	199	4849	0	14	871	2.0	5.6	11	4	338	2	2	11	11	13	708	11	105	94	barrier:105	glacierkeep_s307_A	A	OPP	Titanium collected (tiebreak)	1000
glacierkeep	30	30	576	465	8	2	3	273	327	2	2	1	0	0	8	8	2.869	8.0	2.869	7	1926	13	12	12	6	1.0	1	125	1926	0	80	373	0.333	6.5	10	2	58	2	2	11	11	208	241	9	105	20	barrier:105	glacierkeep_s307_B	B	OPP	Core destroyed	465
glacierkeep	30	30	576	337	8	2	3	262	296	2	2	2	0	0	6	6	1.418	5.48	1.418	7	1505	14	10	9	2	1.0	1	144	1505	0	39	671	0.6	6.583	8	2	63	2	2	11	11	13	140	3	124	20	barrier:124	glacierkeep_s308_A	A	OPP	Core destroyed	337
glacierkeep	30	30	576	661	8	2	3	262	279	2	2	2	2	2	7	7	4.528	7.0	4.528	6	2169	13	6	5	5	1.0	1	107	2169	0	12	111	2.0	6.0	7	0	-1	2	2	11	11	112	176	10	75	32	barrier:75	glacierkeep_s308_B	B	US	Core destroyed	661
glacierkeep	30	30	576	558	8	2	3	223	-1	2	2	2	0	0	4	4	2.645	4.0	2.645	8	2651	13	8	4	2	30.0	59	70	2651	0	19	315	0.4	7.45	6	2	51	2	2	11	11	13	109	5	50	20	barrier:50	glacierkeep_s309_A	A	OPP	Core destroyed	558
glacierkeep	30	30	576	674	8	2	3	483	596	2	2	2	2	2	6	6	2.625	6.0	2.625	6	3360	13	10	8	3	18.67	1	132	3360	0	25	231	2.0	5.95	6	0	-1	2	2	11	11	228	324	6	132	0	barrier:132	glacierkeep_s309_B	B	OPP	Core destroyed	674
glacierkeep	30	30	576	282	8	2	3	62	74	2	2	2	5	8	8	8	5.989	8.0	5.989	3	185	13	3	3	3	1.67	1	43	185	0	18	361	3.617	1.8	8	0	-1	2	2	11	11	13	46	9	40	3	barrier:40	glacierkeep_s310_A	A	OPP	Core destroyed	282
glacierkeep	30	30	576	324	8	2	3	251	280	2	2	1	0	0	6	6	1.528	5.48	1.528	8	1950	13	8	6	6	1.67	1	123	1950	0	9	117	0.033	7.95	8	2	40	2	2	11	11	80	132	4	103	20	barrier:103	glacierkeep_s310_B	B	OPP	Core destroyed	324
glacierkeep	30	30	576	1000	8	2	3	540	710	2	2	1	1	1	8	8	3.584	8.0	3.584	7	3871	13	13	13	7	9.29	1	247	3871	0	53	462	1.0	6.7	11	3	157	2	2	11	11	220	312	17	150	97	barrier:150	glacierkeep_s311_A	A	OPP	Titanium collected (tiebreak)	1000
glacierkeep	30	30	576	478	8	2	3	305	340	2	2	2	0	0	7	7	2.379	7.0	2.379	8	2346	13	9	8	6	1.0	1	104	2346	0	71	264	0.283	7.65	9	2	53	2	2	11	11	212	248	4	84	20	barrier:84	glacierkeep_s311_B	B	OPP	Core destroyed	478
glacierkeep	30	30	576	392	8	2	3	286	-1	2	2	2	0	0	4	4	1.301	4.0	1.301	7	1910	14	11	8	2	6.0	11	149	1910	0	30	676	0.6	6.583	6	2	63	2	2	11	11	13	140	4	129	20	barrier:129	glacierkeep_s312_A	A	OPP	Core destroyed	392
glacierkeep	30	30	576	465	8	2	3	347	410	2	2	2	2	2	7	7	2.443	6.56	2.443	7	1874	14	15	14	4	0.75	1	95	1874	0	24	675	2.0	4.317	8	1	181	2	2	11	11	84	272	4	75	20	barrier:75	glacierkeep_s312_B	B	OPP	Core destroyed	465
glacierkeep	30	30	576	337	8	2	3	262	296	2	2	2	0	0	6	6	1.418	5.48	1.418	7	1505	14	10	9	2	1.0	1	144	1505	0	39	671	0.6	6.583	8	2	63	2	2	11	11	13	140	3	124	20	barrier:124	glacierkeep_s313_A	A	OPP	Core destroyed	337
glacierkeep	30	30	576	1000	8	2	3	546	551	2	2	0	0	0	8	8	3.563	7.28	3.563	8	3595	13	21	19	4	1.0	1	182	3595	0	220	601	0.0	7.85	10	4	467	2	2	11	11	200	244	16	129	53	barrier:129	glacierkeep_s313_B	B	OPP	Titanium collected (tiebreak)	1000
glacierkeep	30	30	576	713	8	2	3	-1	-1	2	2	2	0	0	2	2	0.216	0.0	0.216	8	5011	13	19	12	2	1.0	1	127	5011	0	89	427	0.85	6.15	5	5	19	2	2	11	11	13	47	6	75	52	barrier:75	glacierkeep_s314_A	A	OPP	Core destroyed	713
glacierkeep	30	30	576	513	8	2	3	-1	-1	2	2	2	1	1	2	2	1.135	1.0	1.135	7	2832	13	11	5	0	-1	-1	57	2832	0	278	398	1.567	5.067	2	1	71	2	2	11	11	164	208	2	44	13	barrier:44	glacierkeep_s314_B	B	US	Core destroyed	513
glacierkeep	30	30	576	283	8	2	3	198	210	2	2	2	0	0	5	5	2.057	5.0	2.057	8	1475	14	10	7	7	12.71	4	166	1475	0	80	124	0.917	6.65	8	3	48	2	2	11	11	13	94	3	117	49	barrier:117	glacierkeep_s315_A	A	OPP	Core destroyed	283
glacierkeep	30	30	576	700	8	2	3	350	385	2	2	2	0	0	8	8	3.681	8.0	3.681	8	2721	13	8	8	7	5.0	1	133	2721	0	18	279	0.367	7.583	10	2	53	2	2	11	11	56	272	11	91	42	barrier:91	glacierkeep_s315_B	B	OPP	Core destroyed	700
glacierkeep	30	30	576	558	8	2	3	223	-1	2	2	2	0	0	4	4	2.645	4.0	2.645	8	2651	13	8	4	2	30.0	59	70	2651	0	19	315	0.4	7.45	6	2	51	2	2	11	11	13	109	5	50	20	barrier:50	glacierkeep_s316_A	A	OPP	Core destroyed	558
glacierkeep	30	30	576	1000	8	2	3	486	630	2	2	2	2	2	8	8	4.117	8.0	4.117	6	2430	13	24	24	4	1.0	1	92	2430	0	73	1370	2.0	5.0	9	1	243	2	2	11	11	72	312	12	60	32	barrier:60	glacierkeep_s316_B	B	OPP	Titanium collected (tiebreak)	1000
glacierkeep	30	30	576	381	8	2	3	302	320	2	2	2	2	2	5	5	2.538	5.0	2.538	6	1644	14	20	17	1	1.0	1	78	1644	0	20	414	1.867	5.817	6	1	50	2	2	11	11	13	255	2	60	18	barrier:60	glacierkeep_s317_A	A	OPP	Core destroyed	381
glacierkeep	30	30	576	977	8	2	3	-1	-1	2	2	2	0	0	2	2	0.1	0.0	0.1	8	7334	13	29	22	0	-1	-1	20	7334	0	12	310	0.383	7.4	2	2	51	2	2	11	11	52	-1	1	0	20		glacierkeep_s317_B	B	US	Core destroyed	977
glacierkeep	30	30	576	1000	8	2	3	-1	-1	2	2	2	0	0	2	2	0.105	0.0	0.105	8	7485	13	41	34	0	-1	-1	30	7485	0	13	372	0.5	7.217	2	2	53	2	2	11	11	13	980	2	8	22	barrier:8	glacierkeep_s318_A	A	US	Harvesters (tiebreak)	1000
glacierkeep	30	30	576	668	8	2	3	-1	-1	2	2	2	2	1	2	2	0.503	0.0	0.503	8	4123	13	41	34	1	1.0	1	109	4123	0	78	792	2.0	5.933	3	3	111	2	2	11	11	64	132	3	66	43	barrier:66	glacierkeep_s318_B	B	US	Core destroyed	668
glacierkeep	30	30	576	363	8	2	3	-1	-1	2	2	2	2	2	2	2	1.54	1.0	1.54	7	2183	13	10	3	0	-1	-1	61	2183	0	10	149	2.0	5.717	2	1	198	2	2	11	11	-1	-1	0	51	10	barrier:51	glacierkeep_s319_A	A	US	Core destroyed	363
glacierkeep	30	30	576	542	8	2	3	362	431	2	2	2	0	0	7	7	2.017	6.0	2.017	8	2802	13	10	8	5	1.0	1	122	2802	0	52	384	0.05	7.867	14	8	39	2	2	11	11	184	269	7	79	43	barrier:79	glacierkeep_s319_B	B	US	Core destroyed	542
glacierkeep	30	30	576	680	8	2	3	576	-1	2	2	2	1	1	3	3	1.579	3.0	1.579	6	3345	13	8	5	2	1.0	1	110	3345	0	88	433	1.4	5.3	5	2	76	2	2	11	11	48	108	4	90	20	barrier:90	glacierkeep_s320_A	A	OPP	Core destroyed	680
glacierkeep	30	30	576	1000	8	2	3	-1	-1	2	2	2	0	0	2	2	0.266	2.0	0.266	8	6767	13	23	20	2	1.0	1	53	6767	0	170	774	0.383	7.4	4	2	51	2	2	11	11	52	846	3	33	20	barrier:33	glacierkeep_s320_B	B	US	Harvesters (tiebreak)	1000
glacierkeep	30	30	576	615	8	2	3	362	391	2	2	2	2	1	7	7	3.135	6.62	3.135	7	2258	13	15	14	8	7.25	1	251	2258	0	29	703	2.0	5.85	11	4	133	2	2	11	11	13	221	5	182	69	barrier:182	glacierkeep_s321_A	A	OPP	Core destroyed	615
glacierkeep	30	30	576	1000	8	2	3	486	630	2	2	2	2	2	8	8	4.036	8.0	4.036	6	2487	13	26	26	6	1.0	1	122	2487	0	73	1396	2.0	5.0	11	3	166	2	2	11	11	72	312	10	90	32	barrier:90	glacierkeep_s321_B	B	OPP	Titanium collected (tiebreak)	1000
glacierkeep	30	30	576	1000	8	2	3	234	898	2	2	2	0	0	8	8	1.258	7.88	1.258	8	6165	13	26	26	10	1.0	1	287	6165	0	29	541	0.4	7.45	15	7	51	2	2	11	11	13	73	8	150	137	barrier:150	glacierkeep_s322_A	A	OPP	Titanium collected (tiebreak)	1000
glacierkeep	30	30	576	650	8	2	3	317	346	2	2	2	0	0	8	8	3.982	7.24	3.982	8	2283	13	10	9	7	1.57	1	160	2283	0	23	273	0.2	7.65	10	4	218	2	2	11	11	64	232	11	98	62	barrier:98	glacierkeep_s322_B	B	OPP	Core destroyed	650
glacierkeep	30	30	576	1000	8	2	3	881	945	2	2	2	2	1	5	5	1.503	5.0	1.503	7	5574	13	35	35	4	1.0	1	230	5574	0	227	694	2.0	5.917	7	2	895	2	2	11	11	13	561	3	170	60	barrier:170	glacierkeep_s323_A	A	US	Titanium collected (tiebreak)	1000
glacierkeep	30	30	576	672	8	2	3	365	384	2	2	1	1	0	8	8	3.658	8.0	3.658	8	2529	13	12	12	9	7.67	1	165	2529	0	14	372	0.967	7.017	11	3	95	2	2	11	11	68	113	8	115	50	barrier:115	glacierkeep_s323_B	B	OPP	Core destroyed	672
glacierkeep	30	30	576	398	8	2	3	85	150	2	2	2	2	5	8	8	5.585	8.0	5.585	6	799	13	7	7	7	0.71	1	156	799	0	19	140	2.25	5.317	9	1	16	2	2	11	11	13	67	13	105	51	barrier:105	glacierkeep_s324_A	A	OPP	Core destroyed	398
glacierkeep	30	30	576	465	8	2	3	347	410	2	2	2	2	2	7	7	2.443	6.56	2.443	7	1874	14	15	14	4	0.75	1	95	1874	0	24	675	2.0	4.317	8	1	181	2	2	11	11	84	272	4	75	20	barrier:75	glacierkeep_s324_B	B	OPP	Core destroyed	465
glacierkeep	30	30	576	1000	8	2	3	752	777	2	2	2	2	2	8	8	2.685	2.18	2.685	6	4288	13	61	56	15	14.2	1	285	4288	0	22	996	2.0	5.383	11	9	82	2	2	11	11	13	729	6	129	156	barrier:129	glacierkeep_s325_A	A	OPP	Titanium collected (tiebreak)	1000
glacierkeep	30	30	576	257	8	2	3	-1	-1	2	2	2	0	0	2	2	0.366	0.0	0.366	7	1588	13	7	0	0	-1	-1	20	1588	0	9	124	0.317	6.467	2	2	52	2	2	11	11	-1	-1	0	0	20		glacierkeep_s325_B	B	US	Core destroyed	257
